trait_type,trait_value,trait_unit,individual_pk,life_stage_general_initial,life_stage_general_final,species_reported,scientific_name
development,40,Days,TRAIND000275,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,43.5,Days,TRAIND000276,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000277,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000278,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000279,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000280,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000281,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000282,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000283,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000284,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000285,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000286,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000287,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000288,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000289,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000290,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,35.5,Days,TRAIND000291,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000292,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000293,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000294,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000295,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000296,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000297,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000298,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000299,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000300,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000301,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000302,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000303,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000304,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000305,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000306,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,41,Days,TRAIND000307,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000308,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000309,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000310,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000311,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000312,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000313,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000314,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000315,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000316,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000317,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,41,Days,TRAIND000318,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,44,Days,TRAIND000319,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000320,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000321,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000322,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000323,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000324,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000325,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000326,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000327,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000328,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000329,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000330,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000331,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000332,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000333,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000334,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000335,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000336,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000337,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,41,Days,TRAIND000338,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000339,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000340,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000341,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000342,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000343,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40,Days,TRAIND000344,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000345,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000346,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000347,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000348,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000349,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000350,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000351,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000352,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000353,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000354,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000355,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000356,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000357,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000358,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000359,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000360,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000361,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000362,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000363,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000364,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000365,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000366,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000367,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000368,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000369,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,44,Days,TRAIND000370,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000371,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000372,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000373,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000374,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000375,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000376,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000377,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000378,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000379,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000380,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000381,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000382,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000383,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000384,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000385,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000386,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000387,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000388,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000389,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000390,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000391,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000392,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000393,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000394,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000395,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000396,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000397,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000398,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000399,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000400,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000401,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000402,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000403,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000404,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000405,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000406,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40,Days,TRAIND000407,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000408,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000409,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000410,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000411,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000412,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000413,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,44,Days,TRAIND000414,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000415,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40,Days,TRAIND000416,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000417,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000418,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000419,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000420,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000421,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40.5,Days,TRAIND000422,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,41,Days,TRAIND000423,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000424,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000425,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000426,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000427,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42.5,Days,TRAIND000428,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000429,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000430,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40,Days,TRAIND000431,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000432,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000433,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000434,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39,Days,TRAIND000435,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,"",Days,TRAIND000436,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000437,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000438,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36,Days,TRAIND000439,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000440,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,44,Days,TRAIND000441,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000442,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000443,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000444,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000445,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,42,Days,TRAIND000446,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000447,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,36.5,Days,TRAIND000448,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,40,Days,TRAIND000449,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38.5,Days,TRAIND000450,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000451,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37,Days,TRAIND000452,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,38,Days,TRAIND000453,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,37.5,Days,TRAIND000454,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
development,39.5,Days,TRAIND000455,egg,adult,Aphidius_platensis,"Aphidius platensis Brethes, 1913"
